reciprocity_semantic,liking_semantic,social_proof_semantic,authority_semantic,scarcity_semantic,commitment_consistency_semantic
0.997885525226593,0.8665743470191956,0.9255226850509644,0.9753206968307495,0.8253796100616455,0.6980875730514526
0.8273378014564514,0.6470529437065125,0.5843019485473633,0.7222905158996582,0.377177357673645,0.7695334553718567
0.8369194865226746,0.4543200433254242,0.27784204483032227,0.4303809702396393,0.44368213415145874,0.9202966094017029
0.6756926774978638,0.5538081526756287,0.46329590678215027,0.4681004285812378,0.9162468314170837,0.6121514439582825
0.9439837336540222,0.8425823450088501,0.4892604649066925,0.14336290955543518,0.019066983833909035,0.06021255999803543
0.9832273721694946,0.9664562344551086,0.9826284050941467,0.8730220794677734,0.45528948307037354,0.8843345046043396
0.9950075149536133,0.9206485152244568,0.9905869960784912,0.9910640120506287,0.8104192614555359,0.893631637096405
0.9576730132102966,0.8246281743049622,0.681762158870697,0.7193413376808167,0.5394448041915894,0.7711921334266663
0.935337245464325,0.8688060641288757,0.9182854294776917,0.8498933911323547,0.6678071022033691,0.5517319440841675
0.994090735912323,0.9716024398803711,0.9317060708999634,0.9292359352111816,0.9096418619155884,0.8196637034416199
0.8378868103027344,0.7540526986122131,0.6964350938796997,0.4009362459182739,0.033283449709415436,0.24632173776626587
0.9779958724975586,0.854496955871582,0.9122263789176941,0.9412468671798706,0.36755698919296265,0.6999000906944275
0.9723120927810669,0.9220067262649536,0.7733984589576721,0.7422217130661011,0.38511258363723755,0.8190749287605286
0.9937482476234436,0.7600740194320679,0.9465253353118896,0.9665464758872986,0.8259177207946777,0.9206136465072632
0.9931414723396301,0.9359094500541687,0.7408319115638733,0.9299488067626953,0.8027603030204773,0.6211988925933838
0.9951983690261841,0.7926714420318604,0.9607210159301758,0.7937794327735901,0.5800701379776001,0.9576749205589294
0.9665959477424622,0.7380528450012207,0.9692553281784058,0.8751356601715088,0.5777037739753723,0.7913671731948853
0.9863110184669495,0.8958159685134888,0.8341846466064453,0.8423298001289368,0.3810390830039978,0.6517338156700134
0.9732374548912048,0.9472990036010742,0.9896594285964966,0.8330944776535034,0.04742998257279396,0.09662958979606628
0.9873368740081787,0.8670685291290283,0.9539117217063904,0.9763880968093872,0.9029625654220581,0.950045645236969
0.8747676610946655,0.6000422239303589,0.8450721502304077,0.8785578608512878,0.5826421976089478,0.578965425491333
0.8023385405540466,0.5443206429481506,0.45790210366249084,0.6822765469551086,0.3610273003578186,0.651827871799469
0.7459821701049805,0.08159022033214569,0.33335599303245544,0.6671457886695862,0.08185233175754547,0.022225992754101753
0.9131460189819336,0.6339033246040344,0.49309244751930237,0.9421904683113098,0.4498467743396759,0.7486250400543213
0.9639438986778259,0.5222076177597046,0.6746213436126709,0.8566617965698242,0.34731099009513855,0.9138688445091248
0.8739502429962158,0.7925955653190613,0.7473470568656921,0.82365882396698,0.5580984950065613,0.6406533122062683
0.9965337514877319,0.8536238074302673,0.8742414712905884,0.9793683290481567,0.4793432950973511,0.9573608636856079
0.9725860357284546,0.9950841069221497,0.8959129452705383,0.9669502377510071,0.8052927255630493,0.8923600912094116
0.9101530313491821,0.8447491526603699,0.8740320801734924,0.8648462295532227,0.4592382311820984,0.25224584341049194
0.558741569519043,0.4698844850063324,0.3764439821243286,0.6213781237602234,0.20274069905281067,0.1570916622877121
0.721817672252655,0.39112475514411926,0.37635377049446106,0.46756523847579956,0.29401931166648865,0.6694625020027161
0.7747800350189209,0.8310943245887756,0.6767552495002747,0.7345505356788635,0.4501335322856903,0.6872158050537109
0.9412475824356079,0.8613878488540649,0.832702100276947,0.8966380953788757,0.6504462361335754,0.6816385388374329
0.9350309371948242,0.9335277080535889,0.9417274594306946,0.8713457584381104,0.5631169080734253,0.8128241300582886
0.6927674412727356,0.37475061416625977,0.29281193017959595,0.33066537976264954,0.385257750749588,0.3671242296695709
0.8985476493835449,0.6558862924575806,0.5857349634170532,0.7749679684638977,0.18662655353546143,0.8582433462142944
0.8703528046607971,0.22161535918712616,0.19278661906719208,0.16034245491027832,0.049421247094869614,0.04085669293999672
0.9680743217468262,0.533176064491272,0.7439255118370056,0.7705435156822205,0.6863458156585693,0.27546924352645874
0.9633462429046631,0.9580271244049072,0.8810195326805115,0.9374158978462219,0.6851447224617004,0.9034217000007629
0.9816137552261353,0.7552318572998047,0.9277443885803223,0.8139766454696655,0.5806894302368164,0.7045093774795532
0.9987204670906067,0.9949391484260559,0.9769067764282227,0.9968072175979614,0.9553658366203308,0.9966298341751099
0.8614204525947571,0.40727776288986206,0.3536139726638794,0.5786148905754089,0.23793531954288483,0.5148205757141113
0.9302939176559448,0.7693654894828796,0.5944914221763611,0.7872130870819092,0.47960665822029114,0.8487014174461365
0.7127563953399658,0.5107613205909729,0.6107993125915527,0.780761182308197,0.5568126440048218,0.5642147660255432
0.8023385405540466,0.5443206429481506,0.45790210366249084,0.6822765469551086,0.3610273003578186,0.651827871799469
0.7263160943984985,0.780344545841217,0.7036646008491516,0.6881482005119324,0.3151681125164032,0.4798603355884552
0.974952220916748,0.8468613624572754,0.711826741695404,0.8004046678543091,0.9650859236717224,0.7480656504631042
0.9785175323486328,0.9408907294273376,0.8329182863235474,0.8553755283355713,0.6140559315681458,0.9130322933197021
0.8216846585273743,0.7083215117454529,0.767354428768158,0.5850198268890381,0.11294177174568176,0.640511691570282
0.9971574544906616,0.8021950721740723,0.9236025810241699,0.8447241187095642,0.5569638609886169,0.9196357131004333
0.8624181151390076,0.6723788380622864,0.8786093592643738,0.8486881852149963,0.48880958557128906,0.48394739627838135
0.8343068361282349,0.8386824131011963,0.6874231100082397,0.7973060607910156,0.47815439105033875,0.2829256057739258
0.991890549659729,0.8714600801467896,0.8035957217216492,0.9027438163757324,0.5970121026039124,0.9582348465919495
0.9963864684104919,0.936445951461792,0.9606675505638123,0.9380056262016296,0.78629469871521,0.9389463067054749
0.7478875517845154,0.5038561820983887,0.45973363518714905,0.7715370655059814,0.23618179559707642,0.33728525042533875
0.6459408402442932,0.4246194064617157,0.2161392718553543,0.43287473917007446,0.2697051167488098,0.6846058368682861
0.5748336911201477,0.3680836260318756,0.49639251828193665,0.4671078622341156,0.26836296916007996,0.4368484914302826
0.8086888790130615,0.800640344619751,0.9964081048965454,0.9598657488822937,0.06183672696352005,0.13287435472011566
0.9796649217605591,0.8666196465492249,0.913761556148529,0.8843243718147278,0.5700995922088623,0.9092843532562256
0.951052725315094,0.832486093044281,0.9076167345046997,0.8867904543876648,0.8036230802536011,0.7283911108970642
0.9956778287887573,0.9638031125068665,0.9609398245811462,0.960501492023468,0.8124271035194397,0.9587386250495911
0.7944828271865845,0.732218861579895,0.7050899267196655,0.6586416959762573,0.5305895209312439,0.8304218053817749
0.8828762769699097,0.6383417844772339,0.7901180982589722,0.7071903944015503,0.4599030613899231,0.7025565505027771
0.24300867319107056,0.13323970139026642,0.16131113469600677,0.28610408306121826,0.0038242049049586058,0.016912423074245453
0.8306043148040771,0.7725080251693726,0.78652423620224,0.8822950124740601,0.717854380607605,0.7633286714553833
0.9307271242141724,0.6872910857200623,0.8651658892631531,0.9093462228775024,0.5397635698318481,0.6831408143043518
0.8945267200469971,0.7058839797973633,0.9933476448059082,0.6794229745864868,0.06224191561341286,0.27609574794769287
0.9398711323738098,0.6695231199264526,0.9908112287521362,0.9608738422393799,0.5689051151275635,0.9978746771812439
0.9687970280647278,0.761029064655304,0.8698807954788208,0.8071629405021667,0.35893210768699646,0.9014541506767273
0.8023385405540466,0.5443206429481506,0.45790210366249084,0.6822765469551086,0.3610273003578186,0.651827871799469
0.7996442914009094,0.5726709365844727,0.5216346383094788,0.6896873712539673,0.4271584451198578,0.6015625596046448
0.9715448021888733,0.9383406043052673,0.9458787441253662,0.902096152305603,0.8305925130844116,0.6147844195365906
0.9303334951400757,0.9576881527900696,0.7656208872795105,0.24422231316566467,0.5057096481323242,0.05981070548295975
0.9489182233810425,0.6612160801887512,0.7606342434883118,0.8630395531654358,0.5930466651916504,0.9136143922805786
0.5022358298301697,0.5436574816703796,0.2606469690799713,0.45687758922576904,0.6516008973121643,0.37572067975997925
0.973660945892334,0.9255872964859009,0.9337491393089294,0.9245416522026062,0.1431376338005066,0.7224141359329224
0.9922170639038086,0.8423934578895569,0.6450099349021912,0.7248667478561401,0.5710176825523376,0.7224973440170288
0.9282848238945007,0.8041267395019531,0.6266281008720398,0.7382535338401794,0.3455115258693695,0.9183130860328674
0.711948812007904,0.5766309499740601,0.6709837913513184,0.6081032156944275,0.4624735116958618,0.6799456477165222
0.8376487493515015,0.5874187350273132,0.444937527179718,0.3932243585586548,0.1506938636302948,0.9447237253189087
0.9011322855949402,0.8958863615989685,0.8538410067558289,0.8985757827758789,0.6780799627304077,0.9269396066665649
0.3574867248535156,0.2157086431980133,0.1574895679950714,0.08933752030134201,0.15200252830982208,0.0377424955368042
0.9368191957473755,0.5003492832183838,0.6646844148635864,0.8859538435935974,0.8318082690238953,0.41427215933799744
0.9716742634773254,0.8927556276321411,0.9327875375747681,0.8882641792297363,0.7213360667228699,0.9220440983772278
0.8652787208557129,0.7135089039802551,0.730952799320221,0.8041741251945496,0.5909711718559265,0.6754119992256165
0.9863008856773376,0.9024225473403931,0.9930197596549988,0.9655717611312866,0.6530978083610535,0.9152482151985168
0.6658665537834167,0.46199047565460205,0.5824183821678162,0.720273494720459,0.5271274447441101,0.5378061532974243
0.3933897614479065,0.3272494971752167,0.6770450472831726,0.6342529654502869,0.48479270935058594,0.35942861437797546
0.973524808883667,0.9143277406692505,0.8807729482650757,0.8028057217597961,0.9003912806510925,0.9409778118133545
0.9859395623207092,0.8806507587432861,0.9791013598442078,0.9755489826202393,0.790942370891571,0.9545655250549316
0.5665422677993774,0.5898565053939819,0.356548935174942,0.49221283197402954,0.5021570324897766,0.18460895121097565
0.9191922545433044,0.634262204170227,0.20285671949386597,0.5071431398391724,0.1791064590215683,0.5596979856491089
0.9974555373191833,0.9322088360786438,0.9820399880409241,0.9227029085159302,0.4922419786453247,0.6544398069381714
0.9664881825447083,0.6322063207626343,0.7151712775230408,0.7337101697921753,0.48181238770484924,0.8714838027954102
0.8023385405540466,0.5443206429481506,0.45790210366249084,0.6822765469551086,0.3610273003578186,0.651827871799469
0.9769814014434814,0.7510396242141724,0.7721118330955505,0.9549751281738281,0.5822333693504333,0.9472918510437012
0.5792248845100403,0.42980825901031494,0.5215450525283813,0.5410493612289429,0.3392482101917267,0.4674123525619507
0.4850945472717285,0.33626705408096313,0.2038022130727768,0.5341017246246338,0.19187116622924805,0.053826067596673965
0.655078113079071,0.6509903073310852,0.7130444645881653,0.6040013432502747,0.5426597595214844,0.23755384981632233
0.45836853981018066,0.42414990067481995,0.10051753371953964,0.21922382712364197,0.2904255986213684,0.04974004626274109
0.69255131483078,0.5398913621902466,0.5175852179527283,0.9163681864738464,0.13308580219745636,0.9010167121887207
0.7224015593528748,0.5482120513916016,0.5200059413909912,0.7250319123268127,0.7732930183410645,0.5854174494743347
0.9471939206123352,0.6914071440696716,0.8170191049575806,0.8964247703552246,0.6473499536514282,0.8261034488677979
0.9106535315513611,0.6930887699127197,0.8818764686584473,0.9206687808036804,0.6414767503738403,0.7507931590080261
0.9270684123039246,0.739888072013855,0.7835505604743958,0.9782814383506775,0.7257723212242126,0.7989079356193542
0.9386239051818848,0.876548707485199,0.8920090794563293,0.9573171138763428,0.8417173027992249,0.7415173053741455
0.938694417476654,0.3619922697544098,0.31939104199409485,0.38037484884262085,0.2785533368587494,0.5518354773521423
0.9282848238945007,0.8041267395019531,0.6266281008720398,0.7382535338401794,0.3455115258693695,0.9183130860328674
0.7840174436569214,0.7994420528411865,0.33383309841156006,0.2564481794834137,0.5697375535964966,0.13412411510944366
0.16140270233154297,0.42238205671310425,0.07092747837305069,0.05621224641799927,0.006606479175388813,0.006064383313059807
0.9093342423439026,0.8099817037582397,0.8719982504844666,0.7857282757759094,0.6729556322097778,0.9322489500045776
0.8605288863182068,0.6504988670349121,0.8285682797431946,0.889982283115387,0.5486326813697815,0.6483232975006104
0.9919588565826416,0.9689018130302429,0.9710508584976196,0.9457804560661316,0.23548759520053864,0.9059158563613892
0.9733272790908813,0.7473586201667786,0.895862877368927,0.868406355381012,0.6013090014457703,0.7711582183837891
0.9972370862960815,0.5738623142242432,0.7329623103141785,0.8146637082099915,0.48987138271331787,0.7351222038269043
0.8707545399665833,0.8028609156608582,0.7198112607002258,0.7870142459869385,0.7165827751159668,0.5355684161186218
0.9971060752868652,0.941683828830719,0.953236997127533,0.9764353036880493,0.7070086002349854,0.9814647436141968
0.9347855448722839,0.7490838170051575,0.7518258094787598,0.771196186542511,0.3963252305984497,0.7019733786582947
0.23329530656337738,0.06971185654401779,0.02819368615746498,0.030637918040156364,0.0020289288368076086,0.002919250400736928
0.7638568878173828,0.6958342790603638,0.8320465087890625,0.9056859016418457,0.7823668122291565,0.31669968366622925
0.4554585814476013,0.3329818546772003,0.5870496034622192,0.4193556010723114,0.16628602147102356,0.45623791217803955
0.9624855518341064,0.7691912651062012,0.8779661655426025,0.9320109486579895,0.7381830215454102,0.9686341285705566
0.2746022343635559,0.078205905854702,0.3154583275318146,0.6956958770751953,0.27225619554519653,0.19633106887340546
0.5796833038330078,0.48582321405410767,0.9069486260414124,0.6268254518508911,0.44946107268333435,0.08082032203674316
0.41526493430137634,0.3794073462486267,0.1673014909029007,0.01086119469255209,0.08660393208265305,0.021757446229457855
0.9503957629203796,0.8718271851539612,0.901207447052002,0.8898205161094666,0.586002767086029,0.8473936915397644
0.9551976323127747,0.4646960496902466,0.2777595818042755,0.7482302784919739,0.7107518911361694,0.523190438747406
0.4500175714492798,0.34465670585632324,0.6796390414237976,0.9791232943534851,0.1647888720035553,0.5928223729133606
0.7263163328170776,0.5527798533439636,0.5301662683486938,0.7269120812416077,0.7590900659561157,0.5888466238975525
0.9825279712677002,0.8407070636749268,0.5630456209182739,0.13333766162395477,0.04602943733334541,0.07281672954559326
0.13672763109207153,0.07457925379276276,0.10074284672737122,0.07174327224493027,0.03773238882422447,0.030384080484509468
0.9779672622680664,0.8244577646255493,0.9044601917266846,0.9057739973068237,0.5631181597709656,0.7829410433769226
0.7256218791007996,0.6508890986442566,0.3700123429298401,0.4719150960445404,0.2302163541316986,0.24191297590732574
0.7191010117530823,0.4843403398990631,0.44949254393577576,0.5302549600601196,0.3251160681247711,0.397542804479599
0.997326135635376,0.5978209972381592,0.7617905139923096,0.8180885314941406,0.4576709568500519,0.7477034330368042
0.9933489561080933,0.9438227415084839,0.9876463413238525,0.9890864491462708,0.9401343464851379,0.9872066974639893
0.9946486353874207,0.830152153968811,0.9060447812080383,0.976983904838562,0.5280395150184631,0.9470608234405518
0.9295409917831421,0.7324926853179932,0.5940479040145874,0.4527861475944519,0.5940473079681396,0.6881554126739502
0.5516955256462097,0.6697996258735657,0.2403082549571991,0.16136938333511353,0.1499945968389511,0.03042440488934517
0.8631706833839417,0.5228634476661682,0.44473356008529663,0.5289665460586548,0.2288709133863449,0.6998931765556335
0.9136780500411987,0.7198272943496704,0.5686262845993042,0.43924465775489807,0.27526116371154785,0.7385873198509216
0.9878593683242798,0.930444061756134,0.9198254942893982,0.7383835911750793,0.5312932729721069,0.15853802859783173
0.9680815935134888,0.6305031180381775,0.9137184023857117,0.9442360997200012,0.7286930084228516,0.9548442959785461
0.9288315773010254,0.40136855840682983,0.8713409304618835,0.9456113576889038,0.43756982684135437,0.87729811668396
0.8518258929252625,0.8102078437805176,0.9074817299842834,0.8684931397438049,0.7848230600357056,0.7350484728813171
0.9282848238945007,0.8041267395019531,0.6266281008720398,0.7382535338401794,0.3455115258693695,0.9183130860328674
0.7854280471801758,0.5958782434463501,0.4760076105594635,0.5867772102355957,0.3570614755153656,0.58273845911026
0.8023385405540466,0.5443206429481506,0.45790210366249084,0.6822765469551086,0.3610273003578186,0.651827871799469
0.5301514863967896,0.7102365493774414,0.33412784337997437,0.237487331032753,0.3564133942127228,0.03644700348377228
0.28726086020469666,0.36428457498550415,0.11207669973373413,0.18561437726020813,0.06486514210700989,0.1787441074848175
0.786373496055603,0.6265068650245667,0.6223827004432678,0.7290302515029907,0.4352675676345825,0.47295859456062317
0.8423268795013428,0.5139058828353882,0.7908982634544373,0.7787840962409973,0.7081509828567505,0.6432242393493652
0.9001834392547607,0.734173595905304,0.8689829111099243,0.9609007835388184,0.605719804763794,0.8422948718070984
0.9165555834770203,0.513068437576294,0.48851674795150757,0.6003240942955017,0.26001477241516113,0.6897104978561401
0.8035229444503784,0.7677116394042969,0.8008857369422913,0.8893452286720276,0.22673161327838898,0.18970738351345062
0.8374736905097961,0.7976958751678467,0.5097150206565857,0.7016397714614868,0.47806549072265625,0.6298289895057678
0.9829446077346802,0.6234267354011536,0.8812382221221924,0.7150282859802246,0.46837639808654785,0.7361282110214233
0.983742892742157,0.8265913724899292,0.9808530807495117,0.9758737683296204,0.6258941888809204,0.9461750388145447
0.7878530621528625,0.624652624130249,0.34047356247901917,0.5226415991783142,0.27203306555747986,0.4986426532268524
0.9857478737831116,0.5085787773132324,0.331712007522583,0.5240670442581177,0.40574172139167786,0.6177689433097839
0.7394745945930481,0.25422289967536926,0.5174422860145569,0.8784269094467163,0.11369683593511581,0.18871094286441803
0.9149587750434875,0.6579156517982483,0.7014648914337158,0.7688531875610352,0.3221246004104614,0.6314362287521362
0.9878973960876465,0.7895780801773071,0.8592261075973511,0.968355655670166,0.8570193648338318,0.8721948266029358
0.9127561450004578,0.7183150053024292,0.9045777320861816,0.9016017317771912,0.6857118606567383,0.8529729247093201
0.8867482542991638,0.43544718623161316,0.6692928075790405,0.25345578789711,0.20287922024726868,0.029895272105932236
0.7984716296195984,0.8040692806243896,0.7583546042442322,0.7153553366661072,0.6476384997367859,0.7142303586006165
0.8903090357780457,0.6130449175834656,0.6831035017967224,0.8829746246337891,0.743487536907196,0.5574876070022583
0.9302939176559448,0.7693654894828796,0.5944914221763611,0.7872130870819092,0.47960665822029114,0.8487014174461365
0.8543980121612549,0.5327793955802917,0.4760477542877197,0.6413424015045166,0.29523584246635437,0.699006199836731
0.9609179496765137,0.7704972624778748,0.9094783663749695,0.8778662085533142,0.37608399987220764,0.8615904450416565
0.907106339931488,0.8203960657119751,0.8445219993591309,0.8450531959533691,0.7181886434555054,0.7572638392448425
0.9163164496421814,0.8737240433692932,0.9386077523231506,0.9532817006111145,0.6928916573524475,0.9157710671424866
0.9282848238945007,0.8041267395019531,0.6266281008720398,0.7382535338401794,0.3455115258693695,0.9183130860328674
0.992694616317749,0.9248000979423523,0.9441480040550232,0.9765598773956299,0.6937626600265503,0.29058849811553955
0.925934910774231,0.6730179190635681,0.8307915925979614,0.6716078519821167,0.18549391627311707,0.5173794627189636
0.9922658801078796,0.8462074995040894,0.8089349865913391,0.7871707677841187,0.7820673584938049,0.6872265934944153
0.9626051187515259,0.8908596634864807,0.894610583782196,0.8348787426948547,0.5419029593467712,0.46089085936546326
0.9098357558250427,0.6935780644416809,0.5064185857772827,0.6887221336364746,0.4274083077907562,0.46690937876701355
0.9880700707435608,0.9344271421432495,0.9966771602630615,0.9741353988647461,0.7973319888114929,0.7645561099052429
0.7114347219467163,0.7574352025985718,0.979282557964325,0.4075600206851959,0.1167014017701149,0.9209598898887634
0.9650097489356995,0.8071156144142151,0.9283168315887451,0.9588688015937805,0.726577877998352,0.9750537276268005
0.9058830738067627,0.787653923034668,0.8148393034934998,0.8254181742668152,0.5288249850273132,0.8112587332725525
0.7968809008598328,0.45812758803367615,0.6438204646110535,0.47365790605545044,0.28139767050743103,0.9711260795593262
0.9903773665428162,0.8194774389266968,0.860252320766449,0.9049490690231323,0.4710730016231537,0.9689725041389465
0.9537961483001709,0.6280825734138489,0.5745413303375244,0.8869498372077942,0.5898706912994385,0.6500585675239563
0.8879451751708984,0.8813447952270508,0.7752624750137329,0.8290799260139465,0.7958430647850037,0.5991615056991577
0.9651151299476624,0.6704345345497131,0.66218501329422,0.5852698683738708,0.3853834569454193,0.4556528329849243
0.8643010854721069,0.6671500205993652,0.4861818253993988,0.6095275282859802,0.3077652156352997,0.7386928200721741
0.9149852395057678,0.8630456328392029,0.7546855807304382,0.6726374626159668,0.41730430722236633,0.6829411387443542
0.796647310256958,0.5063028931617737,0.5069164037704468,0.6131610870361328,0.17035359144210815,0.5048251152038574
0.9226621985435486,0.638572633266449,0.7329934239387512,0.7534943222999573,0.49620670080184937,0.7395374178886414
0.9135642051696777,0.6761404871940613,0.8146126866340637,0.9572368860244751,0.40770241618156433,0.9138293266296387
0.9577547907829285,0.8194849491119385,0.9131027460098267,0.9434389472007751,0.808762788772583,0.843222439289093
0.8289679288864136,0.5559213161468506,0.8817380666732788,0.9758304953575134,0.27508658170700073,0.9929819703102112
0.47377559542655945,0.36242905259132385,0.2659115195274353,0.31751593947410583,0.32013916969299316,0.21587276458740234
0.8662751317024231,0.46619439125061035,0.3409232199192047,0.5534215569496155,0.5421790480613708,0.5291547775268555
0.9279076457023621,0.6196436882019043,0.8746981620788574,0.6773114204406738,0.49427875876426697,0.8125762939453125
0.8023385405540466,0.5443206429481506,0.45790210366249084,0.6822765469551086,0.3610273003578186,0.651827871799469
0.9730178117752075,0.9071205854415894,0.9817460179328918,0.957607626914978,0.7201784253120422,0.9535334706306458
0.9805675745010376,0.9270424246788025,0.9440844058990479,0.9005091190338135,0.7100629210472107,0.8372132182121277
0.9271990656852722,0.710197389125824,0.6212253570556641,0.7854797840118408,0.4281122386455536,0.693901002407074
0.9465906023979187,0.8868408799171448,0.9401388168334961,0.8701996803283691,0.6568458676338196,0.8465642333030701
0.9558297991752625,0.870410680770874,0.9972307682037354,0.8668397068977356,0.14903736114501953,0.560091495513916
0.9979610443115234,0.904109001159668,0.9333053231239319,0.9020699858665466,0.8567126393318176,0.7792395949363708
0.9367005228996277,0.4693581759929657,0.942492663860321,0.7321794033050537,0.6860662698745728,0.6661991477012634
0.6082802414894104,0.30524054169654846,0.9760010242462158,0.6714028716087341,0.23698769509792328,0.19451001286506653
0.9737611413002014,0.9309810400009155,0.9216235280036926,0.8571577072143555,0.5411913990974426,0.7304022312164307
0.9114807844161987,0.4901057183742523,0.5187687277793884,0.6152852773666382,0.3542979955673218,0.48834460973739624
0.9892492890357971,0.783276379108429,0.8784974217414856,0.9067356586456299,0.74559485912323,0.9656899571418762
0.3505733013153076,0.04764494672417641,0.3404213488101959,0.1322798728942871,0.027934405952692032,0.0030167382210493088
0.9735850095748901,0.8583797812461853,0.8267641663551331,0.8924658894538879,0.0744083821773529,0.058556824922561646
0.9030352234840393,0.5101891160011292,0.24650390446186066,0.5590604543685913,0.2593642473220825,0.7080174684524536
0.9713941812515259,0.4898267090320587,0.5911856889724731,0.9432032704353333,0.4453801214694977,0.8939779996871948
0.9938515424728394,0.8916637301445007,0.9727596044540405,0.9867022037506104,0.6998190879821777,0.9679636359214783
0.9662073850631714,0.6922589540481567,0.7576967477798462,0.7944647669792175,0.3762727379798889,0.6547132134437561
0.7528374791145325,0.476936936378479,0.6199201345443726,0.6432797312736511,0.946522057056427,0.5686876177787781
0.9302939176559448,0.7693654894828796,0.5944914221763611,0.7872130870819092,0.47960665822029114,0.8487014174461365
0.9189350008964539,0.8185155391693115,0.917156994342804,0.9422253966331482,0.5923570990562439,0.9624970555305481
0.7544213533401489,0.49655160307884216,0.472906231880188,0.49155357480049133,0.2926168441772461,0.4853220582008362
0.8436433672904968,0.7111449837684631,0.5330027937889099,0.6499437689781189,0.4083808660507202,0.6259722709655762
0.6666932106018066,0.694143533706665,0.6152889728546143,0.29627153277397156,0.3097797930240631,0.19741608202457428
0.8404104709625244,0.6658535003662109,0.5832435488700867,0.797116219997406,0.5717101693153381,0.601836085319519
0.9302939176559448,0.7693654894828796,0.5944914221763611,0.7872130870819092,0.47960665822029114,0.8487014174461365
0.9621550440788269,0.8141118288040161,0.7826319336891174,0.8940687775611877,0.752032995223999,0.7715583443641663
0.5910808444023132,0.21461103856563568,0.2324935793876648,0.5599981546401978,0.3014606833457947,0.3363018035888672
0.33929529786109924,0.3661970794200897,0.16601614654064178,0.3991135060787201,0.498261958360672,0.09458833932876587
0.9537961483001709,0.6280825734138489,0.5745413303375244,0.8869498372077942,0.5898706912994385,0.6500585675239563
0.9920791983604431,0.7510444521903992,0.9271575212478638,0.9796113967895508,0.7353523969650269,0.9342300295829773
0.8290422558784485,0.7016410231590271,0.6091147065162659,0.7299740314483643,0.20831476151943207,0.9236269593238831
0.9825670123100281,0.7752647399902344,0.8766512870788574,0.8082508444786072,0.7475509643554688,0.30357688665390015
0.9954856634140015,0.9332681894302368,0.9766177535057068,0.9811166524887085,0.5674982666969299,0.9758774638175964
0.6440611481666565,0.27291786670684814,0.38378021121025085,0.7815927863121033,0.28126999735832214,0.2834000587463379
0.9282848238945007,0.8041267395019531,0.6266281008720398,0.7382535338401794,0.3455115258693695,0.9183130860328674
0.9450461864471436,0.8785372376441956,0.7709576487541199,0.6973691582679749,0.7237117886543274,0.4365321695804596
0.9690829515457153,0.9015383124351501,0.9433704018592834,0.9640130400657654,0.8385962247848511,0.9752318859100342
0.8346956968307495,0.6466792821884155,0.5766466856002808,0.6618653535842896,0.17609089612960815,0.3867172598838806
